starttime	seconds	ctime	dtime	ttime	wait
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	37
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	9	29	38	25
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	1	37	38	37
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	37
Wed Mar 14 15:08:33 2012	1331734113	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:34 2012	1331734114	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	9	29	38	29
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:36 2012	1331734116	0	38	38	38
Wed Mar 14 15:08:33 2012	1331734113	0	38	39	38
Wed Mar 14 15:08:35 2012	1331734115	0	38	39	38
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	38
Wed Mar 14 15:08:36 2012	1331734116	0	39	39	38
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	38
Wed Mar 14 15:08:36 2012	1331734116	0	39	39	38
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	38
Wed Mar 14 15:08:35 2012	1331734115	1	38	39	38
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:33 2012	1331734113	9	30	39	30
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	38
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	38
Wed Mar 14 15:08:36 2012	1331734116	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	38
Wed Mar 14 15:08:36 2012	1331734116	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:33 2012	1331734113	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	1	38	39	38
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:33 2012	1331734113	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	1	38	39	38
Wed Mar 14 15:08:33 2012	1331734113	9	30	39	30
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:36 2012	1331734116	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:36 2012	1331734116	0	39	39	39
Wed Mar 14 15:08:36 2012	1331734116	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:33 2012	1331734113	9	30	39	30
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	1	38	39	38
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:33 2012	1331734113	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:33 2012	1331734113	0	39	39	39
Wed Mar 14 15:08:33 2012	1331734113	9	30	39	30
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:33 2012	1331734113	0	39	39	39
Wed Mar 14 15:08:36 2012	1331734116	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:36 2012	1331734116	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:36 2012	1331734116	0	39	39	39
Wed Mar 14 15:08:33 2012	1331734113	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	1	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:33 2012	1331734113	9	31	39	31
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	1	39	39	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	39	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	40	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	40	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	40	39
Wed Mar 14 15:08:35 2012	1331734115	0	39	40	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	40	39
Wed Mar 14 15:08:34 2012	1331734114	0	39	40	39
Wed Mar 14 15:08:35 2012	1331734115	0	40	40	39
Wed Mar 14 15:08:36 2012	1331734116	0	40	40	39
